sent,words
राहुल गांधी ने ट्वीट कर सरकार पर गंभीर पर आरोप लगाए हैं।,"['राहुल', 'गांधी', 'ने', 'ट्वीट', 'कर', 'सरकार', 'पर', 'गंभीर', 'पर', 'आरोप', 'लगाए', 'हैं।']"
"यह दावा कश्मीर के समर्थन में ट्वीट करने वाले पत्रकार, कार्यकर्ता, सरकारी अधिकारी और सेना के प्रशंसक कर रहे हैं","['यह', 'दावा', 'कश्मीर', 'के', 'समर्थन', 'में', 'ट्वीट', 'करने', 'वाले', 'पत्रकार,', 'कार्यकर्ता,', 'सरकारी', 'अधिकारी', 'और', 'सेना', 'के', 'प्रशंसक', 'कर', 'रहे', 'हैं']"
चीन नहीं चाहता कि भारत और अमेरिका साथ आएं।,"['चीन', 'नहीं', 'चाहता', 'कि', 'भारत', 'और', 'अमेरिका', 'साथ', 'आएं।']"
इसके बाद डॉक्टर ने उसे मृत घोषित कर दिया था।,"['इसके', 'बाद', 'डॉक्टर', 'ने', 'उसे', 'मृत', 'घोषित', 'कर', 'दिया', 'था।']"
"उसने यहोवा की चेतावनी अनसुनी कर दी, उससे बगावत की और अपने ही भाई को मार डाला ।","['उसने', 'यहोवा', 'की', 'चेतावनी', 'अनसुनी', 'कर', 'दी,', 'उससे', 'बगावत', 'की', 'और', 'अपने', 'ही', 'भाई', 'को', 'मार', 'डाला', '।']"
"उदाहरण दीजिए । ( ख) भजन 34: 7, 8 और 139: 2 - 8 को पढ़कर दाविद और यहोवा के रिश्‍ते के बारे में क्या पता चलता है?","['उदाहरण', 'दीजिए', '।', '(', 'ख)', 'भजन', '34:', '7,', '8', 'और', '139:', '2', '-', '8', 'को', 'पढ़कर', 'दाविद', 'और', 'यहोवा', 'के', 'रिश्\u200dते', 'के', 'बारे', 'में', 'क्या', 'पता', 'चलता', 'है?']"
इस घटना में जामिया का एक छात्र घायल हो गया था,"['इस', 'घटना', 'में', 'जामिया', 'का', 'एक', 'छात्र', 'घायल', 'हो', 'गया', 'था']"
यह पेंशन 500 से बढ़ाकर 750 रुपये कर दी गई हैे।,"['यह', 'पेंशन', '500', 'से', 'बढ़ाकर', '750', 'रुपये', 'कर', 'दी', 'गई', 'हैे।']"
अरुण को अदालत में पेश कर दो दिन का पुलिस रिमांड हासिल किया।,"['अरुण', 'को', 'अदालत', 'में', 'पेश', 'कर', 'दो', 'दिन', 'का', 'पुलिस', 'रिमांड', 'हासिल', 'किया।']"
इस घटना में कम से कम सात लोग जख्मी हो गए।,"['इस', 'घटना', 'में', 'कम', 'से', 'कम', 'सात', 'लोग', 'जख्मी', 'हो', 'गए।']"
"जिस समय पर रुवाण्डा में यह जनसंहार शुरू हुआ, तब इस देश में सुसमाचार के २,५०० उद्‌घोषक थे ।","['जिस', 'समय', 'पर', 'रुवाण्डा', 'में', 'यह', 'जनसंहार', 'शुरू', 'हुआ,', 'तब', 'इस', 'देश', 'में', 'सुसमाचार', 'के', '२,५००', 'उद्\u200cघोषक', 'थे', '।']"
न्यायिक परिसर में जगह-जगह भारी पुलिस बल तैनात किया गया था।,"['न्यायिक', 'परिसर', 'में', 'जगह-जगह', 'भारी', 'पुलिस', 'बल', 'तैनात', 'किया', 'गया', 'था।']"
"अगर आप कोई गंभीर पाप कर बैठते हैं, तो सच्चे दिल से पश्‍चाताप कीजिए ।","['अगर', 'आप', 'कोई', 'गंभीर', 'पाप', 'कर', 'बैठते', 'हैं,', 'तो', 'सच्चे', 'दिल', 'से', 'पश्\u200dचाताप', 'कीजिए', '।']"
"सेंसेक्स 588 अंक से अधिक टूट गया, जबकि निफ्टी में करीब 183 अंक की गिरावट आयी।","['सेंसेक्स', '588', 'अंक', 'से', 'अधिक', 'टूट', 'गया,', 'जबकि', 'निफ्टी', 'में', 'करीब', '183', 'अंक', 'की', 'गिरावट', 'आयी।']"
भारत ने इस परियोजना को लेकर ऐतराज जताया है।,"['भारत', 'ने', 'इस', 'परियोजना', 'को', 'लेकर', 'ऐतराज', 'जताया', 'है।']"
"( रोमियों 8: 1, 2, 20, 21 पढ़िए ।)","['(', 'रोमियों', '8:', '1,', '2,', '20,', '21', 'पढ़िए', '।)']"
"इस फिल्म को कई भाषाओं में बनाया जाएगा, जिसमें हिंदी, तेलगु समेत चार अन्य भाषाएं शामिल हैं।","['इस', 'फिल्म', 'को', 'कई', 'भाषाओं', 'में', 'बनाया', 'जाएगा,', 'जिसमें', 'हिंदी,', 'तेलगु', 'समेत', 'चार', 'अन्य', 'भाषाएं', 'शामिल', 'हैं।']"
